Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,648,The Professional: Defining The New Standard Of Excellence At Work,Subroto Bagchi,RVUN22LB0052,School of Business,Non fiction,2,2018,174.4 SUB,Penguin,,9.78067E+12,499,03/17/2022 0:00,SK Publisher and Distributors,256
Books,936,No One Is Too Small To Make A Difference,"Thunberg, Greta",RVUN22LB0340,School of Liberal Arts and Sciences,Climate change,,2019,179.1 THU,Penguin,,9.78014E+12,198,03/17/2022 0:00,Amazon,112
Books,937,No One Is Too Small To Make A Difference,"Thunberg, Greta",RVUN22LB0341,School of Liberal Arts and Sciences,Climate change,,2019,179.1 THU,Penguin,,9.78014E+12,198,03/17/2022 0:00,Amazon,112
Books,655,Indian Buddhism After The Buddha,"Goyal, S.R.",RVUN22LB0059,School of Liberal Arts and Sciences,History,1,2014,200.9 GOY,Kbw,,978-8120809550,650,03/17/2022 0:00,SK Publisher and Distributors,420
Books,87,A History Of State And Religion In India,Copland Ian.,RVUN21LB0087,School of Liberal Arts and Sciences,Religion,1st ed.,2012,211.609540904 COP,Routledge,New York,9.78114E+12,4168,10/25/2021 0:00,Book Paradise,337
Books,752,How To Use The Power Of Prayer : A Motivational Guide To Transform Your Life,"Murphy, Joseph.",RVUN22LB0156,School of Liberal Arts and Sciences,Self help,1,2017,248.32 MUR,Finger print,,978-9389053784,99,04/18/2022 0:00,Sapna book house,112
Books,753,Write A New Name In The Book Of Life,"Murphy, Joseph.",RVUN22LB0157,School of Liberal Arts and Sciences,Self help,1,2019,248.32 MUR,Finger print,,978-9389717129,150,04/18/2022 0:00,Sapna book house,160
Books,759,Great Truths That Set Us Free,"Murphy, Joseph.",RVUN22LB0163,School of Liberal Arts and Sciences,Self help,1,2019,248.4 MUR,Finger print,,978-9389053807,150,04/18/2022 0:00,Sapna book house,216
Books,779,Breaking India,"Malhotra, Rajiv.",RVUN22LB0183,School of Liberal Arts and Sciences,History,1,2020,261.7 MAL,Amaryllis,,978-8191067378,999,04/18/2022 0:00,Sapna book house,650
Books,656,Sramanism In Early Indin Religions & Religious Life,"Goyal, S.R.",RVUN22LB0060,School of Liberal Arts and Sciences,Religion,1,2014,294 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,668,Fundamentals Of Pauranika Hinduism,"Goyal, S.R.",RVUN22LB0072,School of Liberal Arts and Sciences,Religion,1,2014,294.0934 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,665,Pre Pauranika Hinduism,"Goyal, S.R.",RVUN22LB0069,School of Liberal Arts and Sciences,Religion,1,2014,294.0954 GOY,Kusumanjali Book World,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,666,The Buddhist Triratna,"Goyal, S.R.",RVUN22LB0070,School of Liberal Arts and Sciences,Buddhism,1,2014,294.3 GOY,Kusumanjali Book World,,,350,03/17/2022 0:00,SK Publisher and Distributors,
Books,670,India As Known To Kautilya & Megasthenes,"Goyal, S.R.",RVUN22LB0074,School of Liberal Arts and Sciences,Religion,1,2015,294.4 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and Distributors,
Books,663,Pauranika Sects & Cults,"Goyal, S.R.",RVUN22LB0067,School of Liberal Arts and Sciences,Religion,1,2014,294.5 GOY,Kusumanjali Book World,,,990,03/17/2022 0:00,SK Publisher and Distributors,
Books,742,Myth Mithya,"Pattanaik, Devdutt.",RVUN22LB0146,School of Liberal Arts and Sciences,Mythology,1,2006,294.5 PAT,Penguin,,978-0143423324,299,04/18/2022 0:00,Sapna book house,227
Books,661,A Comprehensive History Of Hinduism,"Goyal, S.R.",RVUN22LB0065,School of Liberal Arts and Sciences,History,1,2014,294.509 GOY,Kusumanjali Book World,,,1800,03/17/2022 0:00,SK Publisher and Distributors,
Books,741,Devlok With Devdutt Pattanaik,"Pattanaik, Devdutt.",RVUN22LB0145,School of Liberal Arts and Sciences,Mythology,1,2016,294.513 PAT,Penguin,,978-0143427421,199,04/18/2022 0:00,Sapna book house,182
Books,738,7 Secrets Of Vishnu  .,"Pattanaik, Devdutt.",RVUN22LB0142,School of Liberal Arts and Sciences,Mythology,1,2018,294.52113 PAT,Westland,,978-9386224057,395,04/18/2022 0:00,Sapna book house,217
Books,890,Karma,Sadhguru,RVUN22LB0294,School of Liberal Arts and Sciences,Self help,,2021,294.522 SAD,Penguin,,9.78014E+12,299,04/25/2022 0:00,Sri Book World,253
Books,739,Shiva To Shankara : Giving Form To The Formless,"Pattanaik, Devdutt.",RVUN22LB0143,School of Liberal Arts and Sciences,Mythology,1,2017,294.543 PAT,Harper,,978-9352641956,399,04/18/2022 0:00,Sapna book house,160
Books,724,Autobiography Of A Yogi,"Yogananda, Paramahansa",RVUN22LB0128,School of Liberal Arts and Sciences,Spirituality,1,2021,294.543092 YOG,Book mark,,978-8189535513,250,04/18/2022 0:00,Sapna book house,510
Books,792,Autobiography Of A Yogi,"Yogananda, Paramahansa",RVUN22LB0196,School of Liberal Arts and Sciences,Spirituality,1,2021,294.543092 YOG,Book mark,,978-8189535513,250,04/18/2022 0:00,Sapna book house,510
Books,740,Book Of Ram,"Pattanaik, Devdutt.",RVUN22LB0144,School of Liberal Arts and Sciences,Mythology,1,2015,294.592113 PAT,Penguin,,978-0143424604,299,04/18/2022 0:00,Sapna book house,200
Books,78,The Valmiki Ramayana Volume 1,"Debroy,  Bibek",RVUN21LB0078,School of Liberal Arts and Sciences,Religion,,2017,294.5922 DED,Penguin,Gurugram,978-0143441144,566.33,10/25/2021 0:00,Book Paradise,
Books,79,The Valmiki Ramayana Volume 2,"Debroy,  Bibek",RVUN21LB0079,School of Liberal Arts and Sciences,Religion,,2017,294.5922 DED,Penguin,Gurugram,978-0143441144,566.33,10/25/2021 0:00,Book Paradise,
Books,80,The Valmiki Ramayana Volume 3,"Debroy,  Bibek",RVUN21LB0080,School of Liberal Arts and Sciences,Religion,,2017,294.5922 DED,Penguin,Gurugram,978-0143441144,566.33,10/25/2021 0:00,Book Paradise,
Books,919,Making Social Science Matter : Why Social Inquiry Fails And How It Can Succeed Again,"Flyvbjerg, Bent",RVUN22LB0323,School of Liberal Arts and Sciences,Social science,,1997,300.1 FLY,Cambridge University Press,,9.78052E+12,1969,03/17/2022 0:00,Amazon,204
Books,640,An Introduction To Qualitative Research,"Flick, Uwe.",RVUN22LB0044,School of Business,Other,1,2017,300.72 FLI,Sage,,9.78939E+12,695,03/17/2022 0:00,SK Publisher and Distributors,
Books,918,Making Social Science Matter : Why Social Inquiry Fails And How It Can Succeed Again,"Flyvbjerg, Bent",RVUN22LB0322,School of Liberal Arts and Sciences,Social science,,,300.72 SAL,Cambridge University Press,,9.78052E+12,1969,03/17/2022 0:00,Amazon,204
Books,916,The Coding Manual For Qualitative Researchers,"Saldana, Johnny",RVUN22LB0320,School of Liberal Arts and Sciences,Research methodology,4th Ed,2009,300.72 SAL,Sage,,9.78153E+12,3214,03/17/2022 0:00,Amazon,414
Books,917,The Coding Manual For Qualitative Researchers,"Saldana, Johnny",RVUN22LB0321,School of Liberal Arts and Sciences,Research methodology,4th Ed,2009,300.72 SAL,Sage,,9.78153E+12,3214,03/17/2022 0:00,Amazon,414
Books,698,Research Methodology Methods & Techniques,"Kothari, C.R.",RVUN22LB0102,School of Liberal Arts and Sciences,Research methodology,4,2022,300.723 KOT,New age international (p) ltd,,978-9386649225,399,04/18/2022 0:00,Sapna book house,458
Books,368,Our Social World : Introduction To Sociology,"Ballantine, Jeanne H.",RVUN21LB0368,School of Design and Innovations,Social science,,2010,301 BAL,Sage,,978-1412980043,993.75,01/17/2022 0:00,Page - 3,704
Books,1014,Introduction To Qualitative Research Methods: A Guidebook And Resource,"Taylor, Steven J.",RVUN22LB0418,School of Liberal Arts and Sciences,Anthropology,4th Ed,2016,301.018 TAY,Wiley,,9.78112E+12,6771,03/17/2022 0:00,Amzon,416
Books,1015,Introduction To Qualitative Research Methods: A Guidebook And Resource,"Taylor, Steven J.",RVUN22LB0419,School of Liberal Arts and Sciences,Anthropology,4th Ed,2016,301.018 TAY,Wiley,,9.78112E+12,6771,03/17/2022 0:00,Amazon,416
Books,914,"I Swear I Saw This : Drawings In Fieldwork Notebooks, Namely My Own","Taussing, Michael",RVUN22LB0318,School of Liberal Arts and Sciences,Anthropology,,,301.0723 TAU,The University of Chicago Press,,9.78023E+12,2698,03/17/2022 0:00,Amazon,173
Books,959,"I Swear I Saw This : Drawings In Fieldwork Notebooks, Namely My Own","Taussig, Michael T.",RVUN22LB0363,School of Liberal Arts and Sciences,Anthropology,,2011,301.0723 TAU,The University of Chicago Press,,9.78023E+12,2698,03/17/2022 0:00,Amazon,173
Books,810,Savaging The Civilized,"Guha, Ramachandra",RVUN22LB0214,School of Liberal Arts and Sciences,History,,2016,301.092 GUH,Other,,9.78014E+12,599,04/25/2022 0:00,Sri Book World,440
Books,902,Sexual Politics,"Millett, Kate",RVUN22LB0306,School of Liberal Arts and Sciences,Feminism,,,301.412 MIL,Columiba universtiy press,,9.78023E+12,1830,03/17/2022 0:00,Amazon,416
Books,637,Caste And Race In India,"Ghurye, G. S.",RVUN22LB0041,School of Liberal Arts and Sciences,Social science,5,2016,301.440954 GHU,Sage,,9.78939E+12,375,03/17/2022 0:00,SK Publisher and Distributors,276
Books,833,Social Psychology,"Aronson, Elliot",RVUN22LB0237,School of Liberal Arts and Sciences,Psychology,14th ed,2017,302 BRA,Pearson,,9.78935E+12,729,04/25/2022 0:00,Sri book world,668
Books,613,Essential Social Psychology,"Crisp, Richard J.",RVUN22LB0017,School of Liberal Arts and Sciences,Psychology,3,2017,302 CRI,Sage,,9.78939E+12,675,04/17/2022 0:00,SK Publisher and Distributions,432
Books,615,Exploring Social Psychology,"Myers, David.",RVUN22LB0019,School of Liberal Arts and Sciences,Psychology,8th Ed,2020,302 MYE,Tmh,,9.78939E+12,599,04/17/2022 0:00,SK Publisher and Distributors,512
Books,618,Social Psychology In Every Life,"Deb, Sibnath.",RVUN22LB0022,School of Liberal Arts and Sciences,Psychology,1,2019,302.0954 DEB,Sage,,9.78935E+12,475,03/17/2022 0:00,SK Publisher and Distributors,332
Books,923,Contemporary India : A Sociological View,"Deshpande, Sathish",RVUN22LB0327,School of Liberal Arts and Sciences,Social change,,2004,303.40954 DES,Penguin,,9.78014E+12,232,03/17/2022 0:00,Amazon,213
Books,924,The Blind Watchmaker,"Dawkins, Richard",RVUN22LB0328,School of Liberal Arts and Sciences,Social change,,2006,303.40954 DES,Penguin,,9.78014E+12,400,03/17/2022 0:00,Amazon,466
Books,632,The Family & The Nation,"Abdul Kalam, A. P. J.",RVUN22LB0036,School of Liberal Arts and Sciences,Social science,1,2014,303.40954 KAL,Harper,,9.78817E+12,350,03/17/2022 0:00,SK Publisher and Distributors,224
Books,597,Europes India,"Subraamanya, Sanjay.",RVUN22LB0001,School of Liberal Arts and Sciences,History,1,2020,303.48240540903 SUB,Harvard,,9.78067E+12,899,04/17/2022 0:00,SK Publisher and Distributors,416
Books,407,Multimedia,"Anne, Cranny Francis.",RVUN21LB0407,School of Design and Innovations,Other,,,303.4834 ANN,Sage,,978-0761949954,3133.58,01/17/2022 0:00,Page - 3,
Books,551,Ten Lessons For A Post -Pandemic World,"Zakaria, Fareed.",RVUN21LB0671,School of Liberal Arts and Sciences,Social forecasts,,2021,303.49 ZAK,Penguin,,978-0141995625,599,03/29/2022 0:00,Book Paradise,324
Books,847,The Heartbeat Of Trees,"Wohlleben,Peter.",RVUN22LB0251,School of Liberal Arts and Sciences,Human ecology,,2021,304.2 WOH,Penguin,,9.78067E+12,599,04/25/2022 0:00,Sri book world,240
Books,915,Nature And Nation: Essays On Environmental History,"Rangarajan, Mahesh",RVUN22LB0319,School of Liberal Arts and Sciences,Human ecology,,2015,304.20954 RAN,Permanent Black,,9.78818E+12,999,03/17/2022 0:00,Amazon,346
Books,944,Nature And Nation: Essays On Environmental History,"Rangarajan, Mahesh",RVUN22LB0348,School of Liberal Arts and Sciences,Human ecology,,2015,304.20954 RAN,Permanent black,,9.78818E+11,999,03/17/2022 0:00,Amazon,346
Books,831,Child Development,"Feldman, Robert S.",RVUN22LB0235,School of Liberal Arts and Sciences,Social groups,7th Ed,2019,305.231 FEL,Pearson,,9.78935E+12,749,04/25/2022 0:00,Sri book world,592
Books,857,Sexual Harassment Women And Workplaces,"Jiloha, R. C.",RVUN22LB0261,School of Liberal Arts and Sciences,Social groups,1st Ed,2021,305.42 JIL,Sage,,9.78935E+12,1295,04/25/2022 0:00,Sri Book World,336
Books,921,Gender Myths And Feminist Fables,"Cornwall, Andrea",RVUN22LB0325,School of Liberal Arts and Sciences,Feminism,,2008,305.42091724 COR,Blackwell Publishing,,9.78141E+12,3469,03/17/2022 0:00,Amazon,184
Books,922,Contemporary India : A Sociological View,"Deshpande, Sathish",RVUN22LB0326,School of Liberal Arts and Sciences,Social change,,2004,305.42091724 COR,Penguin,,9.78014E+12,232,03/17/2022 0:00,Amazon,213
Books,920,Gender Myths And Feminist Fables,"Cornwall, Andrea",RVUN22LB0324,School of Liberal Arts and Sciences,Feminism,1st Ed,2008,305.42091724 FLY,Blackwell Publishing,,9.78141E+12,3469,03/17/2022 0:00,Amazon,184
Books,121,Caste And Nature: Dalits And Indian Environmental Politics,"Sharma, Mukul .",RVUN21LB0121,School of Liberal Arts and Sciences,Social science,,2017,305.51220954 SHA,Oxford University Press,New Delhi,978-0199477562,1100,10/25/2021 0:00,Book Paradise,296
Books,143,Dalits And The Making Of Modern India,"Jangam, Chinnaiah .",RVUN21LB0143,School of Liberal Arts and Sciences,Social science,,2017,305.56880954 JAN,Oxford University Press,New Delhi,9.7802E+12,795,10/25/2021 0:00,Book Paradise,247
Books,144,Dalits And The Making Of Modern India,"Jangam, Chinnaiah .",RVUN21LB0144,School of Liberal Arts and Sciences,Social science,,2017,305.56880954 JAN,Oxford University Press,New Delhi,978-0199477777,795,10/25/2021 0:00,Book Paradise,247
Books,932,Ethnographic Fieldwork: A Beginner?S Guide,"Blommaert, J.",RVUN22LB0336,School of Liberal Arts and Sciences,Anthropology,2nd Ed,2020,305.800723 BLO,Multilingual matters,,9.78179E+12,1555,03/17/2022 0:00,Amazon,120
Books,1010,Ethnographic Fieldwork: A Beginner?S Guide,"Blommaert, J.",RVUN22LB0414,School of Liberal Arts and Sciences,Ethnographics,2nd Ed,,305.800723 BLO,Multilingual matters,,9.78179E+12,1555,03/17/2022 0:00,Amazon,120
Books,636,Early Indians,"Joseph, Tony",RVUN22LB0040,School of Liberal Arts and Sciences,Social science,1,2021,305.800954 JOS,Jyotsna Prakashan,,9.78939E+12,499,03/17/2022 0:00,SK Publisher and Distributors,640
Books,681,Creative Conflict,"Sanders, Bill.",RVUN22LB0085,School of Liberal Arts and Sciences,Social science,1,2021,305.89607300922 SAN,Harvard,,9.78163E+12,1250,03/17/2022 0:00,SK Publisher and Distributors,248
Books,411,Practice Of Cultural Studies,"Johnson, Richard,",RVUN21LB0411,School of Design and Innovations,Culture and institutions,,2007,306 JOH,Sage,,978-0761961000,4123.13,10/2/22 0:00,Page - 3,300
Books,396,Culture And Everyday Life,"Bennett, Andy",RVUN21LB0396,School of Design and Innovations,Culture and institutions,,2005,306.01 BEN,Sage,,978-0761963905,3884.33,01/17/2022 0:00,Page - 3,207
Books,410,Decoding Culture: Theory & Method In Cultural Studies,"Tudor, Andrew.",RVUN21LB0410,School of Design and Innovations,Social science,1st Ed,1999,306.07 TUD,Sage,,978-0761952473,3793.63,01/17/2022 0:00,Page - 3,224
Books,405,Cultural Studies: Theory & Practice,"Barker, Chris.",RVUN21LB0405,School of Design and Innovations,Culture and institutions,,2016,306.071 BAR,Sage,,978-1473919457,4000.28,01/17/2022 0:00,Page - 3,722
Books,545,The Age Of Survellance Capitalism,"Zuboff, Shoshana.",RVUN21LB0665,School of Liberal Arts and Sciences,Social groups,,2019,306.3 ZUB,Hachette,,9781-781256855,799,03/29/2022 0:00,Book Paradise,691
Books,404,Understanding Material Culture,"Woodward, Lan.",RVUN21LB0404,School of Design and Innovations,Culture and institutions,,2014,306.46 WOO,Sage,,978-0761942269,3710.4,10/2/22 0:00,Page - 3,191
Books,582,Fundamentals Of Statistics,"Gupta, S.C.",RVUN21LB0702,School of Liberal Arts and Sciences,General statistics,7th Ed,2018,310 GUP,Himalaya publications,,978-9350517697,898,03/29/2022 0:00,Book Paradise,1234
Books,583,Fundamentals Of Statistics,"Gupta, S.C.",RVUN21LB0703,School of Liberal Arts and Sciences,General statistics,7th Ed,2018,310 GUP,Himalaya publications,,978-9350517697,898,03/29/2022 0:00,Book Paradise,1234
Books,897,The Politics Of Cultural Practice,"Rustom, Bharucha",RVUN22LB0301,School of Liberal Arts and Sciences,Political science,,2000,320 RUS,Wesleyan University Press,,9.78049E+12,690,03/17/2022 0:00,Amazon,256
Books,837,Political Theory An Introduction,"Bhargava, Rajeev.",RVUN22LB0241,School of Liberal Arts and Sciences,Political science,2nd Ed,2008,320.01 BHA,Pearson,,9.78933E+12,399,04/25/2022 0:00,Sri book world,350
Books,719,Social And Political Philosophy,"Gauba, Op",RVUN22LB0123,School of Liberal Arts and Sciences,Political science,1,2018,320.01 GAU,Mayur books,,9.78939E+12,375,04/18/2022 0:00,Sapna book house,
Books,82,Modern Indian Political Thought,"Chakrabarty, Bidyut",RVUN21LB0082,School of Liberal Arts and Sciences,Political science,1st ed.,2008,320.0954 CHA,Sage,New Delhi,9.78818E+12,575,10/25/2021 0:00,Book Paradise,430
Books,898,Indian Government And Politics,"Chakrabarty, Bidyut",RVUN22LB0302,School of Liberal Arts and Sciences,Structure and function of government,,,320.454 CHA,Sage,,9.78939E+12,465,03/17/2022 0:00,Amazon,352
Books,101,Political Thought In Modern India,"Pantham, Thomas.",RVUN21LB0101,School of Liberal Arts and Sciences,Political science,1st ed.,1986,320.50954 PAT,Sage,New Delhi,978-0803995048,695,10/25/2021 0:00,Book Paradise,354
Books,86,"The Partha Chatterjee Omnibus: Comprising Nationalist Thought And The Colonial World, The",Chatterjee Partha,RVUN21LB0086,School of Liberal Arts and Sciences,Political science,,1999,320.540954 CHA,Oxford University Press,New Delhi,9.7802E+12,1595,10/25/2021 0:00,Book Paradise,301
Books,646,The Gated Republc,"Aiyar,  Shankkar.",RVUN22LB0050,School of Liberal Arts and Sciences,Political science,2,2021,320.60954 AIY,Harper,,9.78935E+12,699,03/17/2022 0:00,SK Publisher and Distributors,298
Books,693,India Since Independence,"Chandra, Bipan.",RVUN22LB0097,School of Liberal Arts and Sciences,Political science,1,2008,320.954 CHA,Penguin,,978-0143104094,450,04/18/2022 0:00,Sapna book house,788
Books,83,Reconceptualizing Indian Democracy: The Changing Electorate,"Chakrabarty, Bidyut",RVUN21LB0083,School of Liberal Arts and Sciences,Political science,1st ed.,2020,320.954 CHA,Sage,New Delhi,978-9353882730,1195,10/25/2021 0:00,Book Paradise,263
Books,99,Indian Democracy,"Palshikar, Suhas",RVUN21LB0099,School of Liberal Arts and Sciences,Political science,1st ed.,2017,320.954 PAL,Oxford University Press,New Delhi,978-0199479603,375,10/25/2021 0:00,Book Paradise,194
Books,957,Indian Political System,"Roy, Himanshu",RVUN22LB0361,School of Liberal Arts and Sciences,Politics and government,4th Ed,2018,320.954 ROY,Pearson,,9.78935E+12,499.99,03/17/2022 0:00,Amazon,752
Books,958,Indian Political System,"Roy, Himanshu",RVUN22LB0362,School of Liberal Arts and Sciences,Politics and government,4th Ed,2018,320.954 ROY,Pearson,,9.78935E+12,499.99,03/17/2022 0:00,Amazon,952
Books,103,Indian Political Thought,"Roy, Himanshu",RVUN21LB0103,School of Liberal Arts and Sciences,Political science,2nd ed.,2017,320.954 ROY,Pearson,Noida,978-9332587335,395,10/25/2021 0:00,Book Paradise,504
Books,838,The Indian Political System,"Singh, Mahendra Prasad",RVUN22LB0242,School of Liberal Arts and Sciences,Political science,1st Ed,2012,320.954 SIN,Pearson,,9.78813E+12,319,04/25/2022 0:00,Sri book world,336
Books,705,Indias Struggle For Independence,"Chandra, Bipan.",RVUN22LB0109,School of Liberal Arts and Sciences,History,1,2016,322.420954 CHA,Penguin,,978-0140107814,399,04/18/2022 0:00,Sapna book house,600
